time,Engine speed,Engine load,Railpressure,Air supply,Crank angle,Intake pressure,Back pressure,Intake temperature,NOx,PM 1,CO2,PM 2,Pressure cylinder,costs
2024-06-07 19:28:27,700,7.33,500.9,78.3753,1.91,967.5,1027.2,65.5,15.851380240572826,0.13141209808324952,2.9288776008636166,2.2285245004540064,43.95540914698391,1
2024-06-07 20:53:59,1868.56556485,70.22861855,2006.71078088,713.87079231,0.686327,2155.33490657,1955.29547907,58.08805416,299.3046013141297,2.0448786460859996,71.06901928396269,0.04474019224655955,110.99892178150688,1
2024-06-07 21:46:31,1997.8121513224614,112.91547887925219,1645.603139454999,882.6126624300058,5.033640047671298,3007.3658892579892,2534.258979984933,72.51886978878605,329.17019939060305,4.9436483453137035,139.07088250811285,5505.047499557287,147.62142320789607,2
2024-06-08 08:01:34,816.4712565906533;37.609734587256995;900.1427871055062;228.42045796100746;-8.592515890505748;1981.8799610478413;3509.5803914574226;48.709871706251796,,,,,,,,125.10746278858385,0.4371585551795759,20.70223941458411,3.4443235692265173,102.99879114216813,1
2024-06-08 08:03:02,987.4114939596939;47.15993637410995;956.1460928305914;355.8552731105252;-5.385728122972591;1032.9742370562933;2954.236837365604;50.21321767479369,,,,,,,,135.17936868175482,1.1070028111409944,31.567073810913026,1.4143872967935052,66.17497866274628,1
2024-06-08 08:03:20,1660.8046742693305;97.00514103413603;2430.4020502037392;326.2103746033056;-2.241785440246901;2905.8739506124602;3092.260464641327;49.9108118799501,,,,,,,,122.66515019256072,13.792531794799967,79.91233288416974,22.327952810825227,125.4515604399259,2
2024-06-08 08:03:35,1723.8493485032727;133.3610135382154;1179.1853689749473;699.3663563230035;-6.593938041694512;2504.8377191913646;3323.493839330111;80.9574575651513,,,,,,,,638.2664737621348,6.805216935122996,121.43349641418341,0.02368678765345697,125.25683881086164,2
2024-06-08 08:03:59,1841.1600863424358;36.203597259771314;2114.4838170102657;696.2218660720604;9.58036525466229;1569.215122359206;3496.886315215102;71.92286192949594,,,,,,,,184.9117047482069,1.1166143839752043,38.325868408176824,1.0870596791040368,87.65723211320602,1
2024-06-08 08:04:25,2183.25772039929;47.490671963377025;1444.360083928377;650.760362168102;4.574534520445509;1214.9244253869156;2534.9048562203484;63.45492422692431,,,,,,,,267.9579343054198,1.5613812374181426,48.390953641482106,0.09235090369475021,68.6383810738003,1
2024-06-08 08:04:52,1896.59116143815;97.30339990658084;1351.5085464909785;827.0400215548999;-3.2220391645825215;1957.8581441096364;2360.6681994728033;61.206923336929805,,,,,,,,655.7421916199723,3.4156827838362585,108.40071618973448,42.97651253816764,104.52490174114237,2
2024-06-08 08:05:11,1199.4744663534086;101.51793252464928;1868.64585024939;393.7881204615265;-0.03519388679384705;2519.380837318452;1297.5933971625957;53.86720372980194,,,,,,,,318.38069109416716,8.514028487152178,83.16933854665422,0.008595356055072174,114.40165499104079,2
2024-06-08 08:05:43,903.4817356274145;10.912282280898827;960.1431977939694;602.4009076348685;4.090658300806013;2214.4854774342593;1118.4698297961027;65.71073518505852,,,,,,,,97.88120553644795,0.3668455568093123,9.534795839402898,1.038233234474517,108.75854924949499,1
2024-06-08 08:05:59,989.3389537939555;81.16856842697726;798.9977479762007;610.8516524230706;4.238797635405806;2893.2755228827195;3159.8283845681676;46.59970457484237,,,,,,,,790.7720247245965,0.4535116843877814,42.08706701254452,0.9122885296574753,161.7662434041696,11
